# Quantum efficiency of HgCdTe at 145K
# Angstrom QE
7000.0 0.0
8000.0 0.50
10000.0 0.50
12300.0 0.70
15000.0 0.70
17000.0 0.70
18000.0 0.70
18500.0 0.0
