# Quantum efficiency of HgCdTe at 145K
# Angstrom QE
7000.0 0.0
8000.0 0.70
10000.0 0.70
12300.0 0.80
15000.0 0.80
17000.0 0.80
18000.0 0.80
18500.0 0.0
