# e2v 203-82 Midband
# QE at -30C 
# http://kiaa.pku.edu.cn/Activities/Liping_Xin.pdf
# Angstrom QE
3408.41 0.18650794
3660.66 0.28174603
3936.94 0.48809522
4189.19 0.6507937
4573.57 0.79761904
5006.01 0.9285714
5378.39 0.9563492
5858.86 0.9563492
6555.55 0.92460316
7108.11 0.85714287
7696.70 0.734127
8285.28 0.54761904
8981.98 0.33730158
9486.49 0.18253969
10063.1 0.06349207
10507.5 0.015873017
10988.0 0.0

