# W best (http://www.cfht.hawaii.edu/Instruments/Filters/wircam.html)
# nm        Transmission (%)
1489.39     95.87961197
1489.89     95.32608205
1490.39     94.69850102
1490.88     93.91605399
1491.38     93.09932928
1491.87     92.11024837
1492.37     90.98150618
1492.86     89.55174427
1493.36     87.85549223
1493.90     85.80567465
1494.46     83.29049171
1495.01     80.41905069
1495.57     76.99672746
1496.13     73.07865804
1496.69     68.7502196
1497.25     64.02872396
1497.76     59.26325124
1498.26     54.22956151
1498.77     49.29287613
1499.28     44.45990951
1499.79     39.81141306
1500.29     35.4685547
1500.80     31.52284884
1501.31     28.01176451
1501.82     24.79416871
1502.33     22.01466193
1502.83     19.44001882
1503.34     17.23683491
1503.85     15.34842888
1504.36     13.6471734
1504.86     12.20905646
1505.37     10.94714594
1505.88     9.809920744
1506.39     8.818517643
1506.90     7.937509861
1507.40     7.169659178
1507.91     6.494116837
1508.41     5.898368052
1508.91     5.365639502
1509.41     4.858278593
1509.92     4.424882992
1510.42     4.009908623
1510.92     3.676709979
1511.42     3.348309877
1511.93     3.050145574
1512.43     2.77970801
1512.93     2.541344411
1513.43     2.318210884
1513.94     2.103095909
1514.44     1.944103279
1514.94     1.738636528
1515.44     1.588265991
1515.95     1.447400989
1516.45     1.337721981
1516.95     1.219567265
1517.45     1.11133936
1517.95     0.997993319
1518.45     0.907154079
1518.95     0.853040901
1519.45     0.78795261
1519.94     0.715786547
1520.44     0.658344942
1520.94     0.618304639
1521.44     0.572493307
1521.94     0.531039511
1522.44     0.491044835
1522.94     0.451584293
1523.44     0.433153195
1523.94     0.387059402
1524.44     0.352739079
1524.94     0.339141808
1525.44     0.322473806
1525.94     0.295512403
1526.44     0.285668114
1526.94     0.262227627
1527.43     0.25101732
1527.93     0.217014726
1528.43     0.235110675
1528.93     0.204395069
1529.43     0.186688092
1529.93     0.181363655
1530.43     0.169108025
1530.93     0.141300658
1531.43     0.154697914
1531.93     0.151619732
1532.43     0.139268841
1532.93     0.115237693
1533.43     0.123027851
1533.93     0.123996666
1534.43     0.102991912
1534.92     0.097814249
1535.42     0.101517021
1535.92     0.098956732
1536.42     0.073257951
1536.92     0.073852225
1537.42     0.071095074
1537.92     0.070169807
1538.42     0.053520449
1538.92     0.068411704
1539.42     0.067129137
1539.92     0.043966134
1540.42     0.038231399
1540.92     0.048736756
1541.42     0.047860963
1541.92     0.031642746
1542.41     0.025563532
1542.91     0.035588082
1543.41     0.017886214
1543.91     0.011751557
1544.41     0.018502991
1544.91     0.027217881
1545.41     0.030379417
1545.91     0.024321818
1546.41     0.017067795
1546.91     0.016528404
1547.41     0.01701364
1548.00     0.0
