# DES Document 5847-v1
# Asahi measured area-weighted response [u filter], for the other filters, area-weighted response [in pass band], witness sample measurements [out of pass band]
# wavelength(nm), DECam-u, DES-g, DES-r, DES-i, DES-z, DES-Y
656,0.00050079,0.00000045,90.85022759,0.00167883,0.00170668,0.00101683
657,0.00045741,0.00014176,90.96120345,0.00160578,0.00160585,0.00121994
658,0.00050614,0.00013864,91.03460690,0.00174542,0.00167016,0.00138625
659,0.00049331,0.00002270,91.06664483,0.00173740,0.00190328,0.00117359
660,0.00051517,0.00007890,91.05315172,0.00174373,0.00205402,0.00139166
661,0.00060179,-0.00000648,90.98794828,0.00164623,0.00184103,0.00164875
662,0.00048438,0.00001300,90.88048966,0.00176414,0.00171626,0.00140099
663,0.00045714,-0.00000277,90.74894828,0.00176976,0.00157809,0.00080121
664,0.00055997,-0.00010395,90.62268276,0.00190503,0.00163397,0.00032385
665,0.00043366,-0.00003830,90.53629310,0.00182187,0.00148420,0.00019899
666,0.00047314,-0.00010014,90.49042759,0.00191231,0.00142278,0.00008040
667,0.00045324,-0.00007360,90.49622069,0.00199164,0.00191569,0.00004630
668,0.00065362,-0.00006910,90.55428966,0.00213527,0.00172861,0.00006790
669,0.00045314,-0.00010248,90.64627931,0.00227228,0.00177831,0.00029895
670,0.00034845,-0.00004450,90.73685172,0.00249941,0.00187985,0.00036530
671,0.00064431,0.00001740,90.80261034,0.00265715,0.00171979,0.00101340
672,0.00041497,0.00001400,90.83813103,0.00286835,0.00178769,0.00146726
673,0.00041852,-0.00001930,90.83851379,0.00323293,0.00184586,0.00146765
674,0.00053400,-0.00001520,90.80548276,0.00394029,0.00150216,0.00110723
675,0.00056076,-0.00010917,90.75117241,0.00445294,0.00152207,0.00083195
676,0.00051952,-0.00011342,90.67682069,0.00553277,0.00161475,0.00049118
677,0.00055917,0.00000519,90.61724828,0.00702240,0.00175103,0.00028408
678,0.00047228,0.00002230,90.58437931,0.00961807,0.00156001,0.00033233
679,0.00059128,0.00010882,90.57366207,0.01291086,0.00133054,0.00015662
680,0.00043445,0.00008110,90.58082414,0.01754628,0.00169668,0.00037287
681,0.00055503,0.00013911,90.61609310,0.02389917,0.00163312,0.00025986
682,0.00068086,0.00002680,90.66492759,0.03139833,0.00158864,0.00006870
683,0.00062324,-0.00003600,90.70383793,0.04145089,0.00170344,0.00025884
684,0.00052972,0.00006630,90.71874138,0.05351640,0.00164929,0.00014746
685,0.00070255,-0.00006320,90.71682414,0.06864256,0.00166762,0.00037121
686,0.00060303,-0.00005030,90.68843103,0.08990836,0.00178211,0.00066332
687,0.00057245,0.00004460,90.64947241,0.12081496,0.00149062,0.00165256
688,0.00073797,0.00309316,90.60091724,0.16836740,0.00163921,0.00330577
689,0.00066772,0.01131414,90.53341724,0.24343538,0.00156567,0.00450913
690,0.00068921,0.01296091,90.44212759,0.27479041,0.00169247,0.00332179
691,0.00056131,0.00461593,90.33058966,0.29422317,0.00173890,0.00174234
692,0.00061362,-0.00004890,90.20170345,0.31717128,0.00168280,0.00048653
693,0.00062797,0.00006970,90.07676207,0.35038948,0.00183531,0.00019361
694,0.00088621,0.00015275,89.98145172,0.39940721,0.00196167,0.00019093
695,0.00059514,-0.00001820,89.92374483,0.45852745,0.00183015,0.00011425
696,0.00112707,0.00028242,89.89931379,0.53949197,0.00195576,0.00009760
697,0.00126165,0.00061815,89.87543793,0.67255590,0.00178960,0.00013586
698,0.00070631,0.00049621,89.85169310,0.88378562,0.00160735,0.00013053
699,0.00084814,0.00018329,89.84150345,1.20936297,0.00180095,0.00016426
700,0.00064307,0.00023920,89.82400690,1.72160072,0.00159569,0.00023807
701,0.00075634,0.00002870,89.78561724,2.53292621,0.00160927,0.00005030
702,0.00077217,0.00005900,89.69184828,3.76436521,0.00183213,0.00036779
703,0.00078976,0.00022531,89.51576552,5.58102828,0.00158482,0.00044485
704,0.00080069,0.00000343,89.24881724,8.18208690,0.00185550,0.00098280
705,0.00078079,0.00020518,88.90258621,11.76706552,0.00175381,0.00131571
706,0.00074114,0.00013312,88.45118966,16.51810241,0.00154068,0.00095460
707,0.00069797,-0.00000680,87.80864828,22.53172862,0.00191306,0.00063135
708,0.00076572,0.00000172,86.93589310,29.77498103,0.00163353,0.00026892
709,0.00077276,0.00016543,85.89008621,38.04313448,0.00199543,0.00036979
710,0.00094503,0.00009310,84.86402759,46.93459310,0.00167125,0.00022490
711,0.00081755,0.00002630,83.59247241,55.91340345,0.00175242,0.00000223
712,0.00088717,0.00021713,80.98899655,64.44767586,0.00173177,0.00008410
713,0.00083679,0.00004570,75.89820690,72.08728621,0.00184333,0.00006430
714,0.00105348,0.00000822,67.72572069,78.52461724,0.00191097,0.00019862
715,0.00091883,0.00007940,56.92033103,83.61227241,0.00166905,0.00000581
716,0.00104735,0.00008840,44.52626207,87.41121724,0.00173947,0.00026189
717,0.00055855,0.00004890,32.14556207,90.05157586,0.00193729,0.00105028
718,0.00123165,0.00003180,21.48505000,91.72012069,0.00164123,0.00209150
719,0.00160541,-0.00008500,13.73626138,92.63857931,0.00175688,0.00359414
720,0.00178731,-0.00001660,8.73096897,93.05614483,0.00169416,0.00336046
721,0.00178910,0.00003470,5.59190241,93.18977586,0.00177402,0.00196234
722,0.00172790,0.00011634,3.64152310,93.25196552,0.00179271,0.00082327
723,0.00120359,0.00013460,2.42479379,93.39546207,0.00185704,0.00021076
724,0.00122131,0.00000646,1.68273862,93.68806552,0.00168416,0.00029505
725,0.00081162,0.00004090,1.24237593,94.14391724,0.00174363,0.00020643
726,0.00116700,0.00018613,0.93246347,94.71654828,0.00161180,0.00007030
727,0.00081821,0.00002150,0.48173499,95.32242759,0.00165476,0.00017963
728,0.00093238,0.00017796,0.26432481,95.85913793,0.00165720,0.00006240
729,0.00123579,0.00026967,0.15850452,96.23028276,0.00150722,0.00003090
730,0.00085031,0.00019308,0.10376059,96.38273793,0.00168946,0.00037012
731,0.00112655,0.00027773,0.07394312,96.31293103,0.00147289,0.00063897
732,0.00097793,0.00020721,0.05507727,96.05536897,0.00149752,0.00132352
733,0.00096183,-0.00003860,0.04119952,95.67790345,0.00177877,0.00106084
734,0.00107241,-0.00025406,0.02947490,95.27170345,0.00166059,0.00015049
735,0.00104697,0.00015682,0.01921141,94.93681379,0.00181871,-0.00009860
736,0.00108593,-0.00005260,0.01172464,94.74128621,0.00180096,0.00002830
737,0.00137617,-0.00007060,0.00697535,94.71596207,0.00159960,-0.00000885
738,0.00113359,0.00013160,0.00396618,94.85092069,0.00151087,0.00003320
739,0.00121176,-0.00000148,0.00262159,95.10159310,0.00166205,0.00011738
740,0.00087145,0.00017896,0.00197676,95.44270000,0.00169773,0.00046891
741,0.00128648,0.00026819,0.00126410,95.80055517,0.00143694,0.00116775
742,0.00112431,0.00029108,0.00116291,96.11400690,0.00160118,0.00158504
743,0.00111503,0.00046614,0.00096454,96.34994483,0.00162130,0.00075100
744,0.00085503,0.00057101,0.00112291,96.49945517,0.00154108,0.00008980
745,0.00129259,0.00020662,0.00083508,96.55192414,0.00187154,0.00002820
746,0.00110014,0.00005090,0.00108251,96.53577586,0.00173590,0.00014695
747,0.00106090,0.00012945,0.00102506,96.49188621,0.00157185,-0.00004010
748,0.00110297,0.00001450,0.00071519,96.45418966,0.00167883,-0.00006440
749,0.00105462,0.00004760,0.00038970,96.43137931,0.00162266,0.00019240
750,0.00101907,0.00005040,0.00033076,96.45581034,0.00160044,-0.00020668
751,0.00104497,-0.00002730,0.00007790,96.52072414,0.00178357,-0.00023574
752,0.00116907,-0.00027316,-0.00002660,96.60027586,0.00168211,-0.00004250
753,0.00106962,-0.00021699,0.00013466,96.66552069,0.00162246,-0.00032768
754,0.00096069,-0.00002040,-0.00009570,96.70135172,0.00157607,-0.00016554
755,0.00103700,-0.00003430,-0.00018340,96.67971034,0.00189175,-0.00019118
756,0.00125148,-0.00013934,0.00000787,96.58947241,0.00162729,0.00013137
757,0.00114314,-0.00014340,0.00027390,96.43920000,0.00188004,-0.00021068
758,0.00100062,-0.00002810,0.00017248,96.25169655,0.00199542,-0.00023309
759,0.00115962,-0.00004690,-0.00002170,96.04052414,0.00168129,0.00004310
760,0.00132607,0.00020225,0.00010672,95.83984483,0.00172766,0.00007450
761,0.00110045,-0.00006660,0.00019646,95.67350690,0.00205340,-0.00011753
762,0.00117428,-0.00017402,0.00010910,95.55393448,0.00165224,0.00017521
763,0.00138134,0.00004700,0.00026007,95.48279310,0.00150371,-0.00006160
764,0.00114338,0.00001490,0.00028577,95.44214138,0.00182572,0.00005520
765,0.00107414,-0.00004450,0.00015748,95.42172414,0.00180412,0.00005580
766,0.00122259,-0.00005680,0.00001500,95.41733448,0.00171694,0.00026800
767,0.00115500,0.00019534,0.00019000,95.42787241,0.00166217,-0.00005380
768,0.00117741,0.00001410,0.00037773,95.45163793,0.00175410,-0.00006090
769,0.00113803,-0.00011177,0.00017945,95.49212759,0.00203170,-0.00015426
770,0.00136928,0.00013743,-0.00003730,95.56164138,0.00174052,0.00016844
771,0.00142910,-0.00004220,0.00000028,95.68005862,0.00180359,-0.00002470
772,0.00115597,-0.00007730,0.00030459,95.86161034,0.00195096,-0.00009070
773,0.00130065,-0.00005840,0.00004220,96.09609310,0.00161923,-0.00017768
774,0.00132835,0.00004070,0.00007570,96.37149655,0.00175741,0.00011601
775,0.00126269,-0.00010507,0.00026091,96.66424483,0.00163032,-0.00003390
776,0.00157562,-0.00006040,0.00016975,96.94284828,0.00197912,-0.00005910
777,0.00189114,0.00006790,0.00008210,97.17157931,0.00189449,-0.00002970
778,0.00154862,0.00008930,0.00016310,97.30989310,0.00184458,0.00015269
779,0.00155662,-0.00001470,0.00019417,97.37421379,0.00192947,0.00009480
780,0.00165724,0.00005030,0.00004680,97.35250345,0.00200031,0.00005280
781,0.00132652,0.00005620,0.00000334,97.26509655,0.00187343,-0.00013023
782,0.00197017,0.00015182,0.00012353,97.17416552,0.00180497,0.00011985
783,0.00157886,0.00008120,0.00019807,97.09253103,0.00185955,-0.00012646
784,0.00128331,-0.00001140,-0.00000384,97.07275172,0.00203870,0.00000685
785,0.00156648,0.00013589,0.00002240,97.12768966,0.00169603,0.00004780
786,0.00190924,-0.00006250,0.00012897,97.24254828,0.00171130,0.00032259
787,0.00196069,-0.00005520,0.00019117,97.39054828,0.00166867,0.00005180
788,0.00166910,0.00004240,0.00041120,97.52944828,0.00204800,0.00018873
789,0.00144545,0.00022114,0.00010681,97.58355862,0.00172223,0.00003090
790,0.00156441,-0.00007970,0.00003070,97.49710000,0.00165482,0.00011885
791,0.00206755,-0.00002710,0.00024712,97.23624828,0.00152725,-0.00014036
792,0.00188752,-0.00008380,0.00027623,96.78010000,0.00192515,-0.00012694
793,0.00200728,-0.00006700,-0.00001260,96.16566207,0.00168131,-0.00008630
794,0.00198003,0.00004880,-0.00003780,95.44625172,0.00165448,-0.00014046
795,0.00273752,-0.00012277,-0.00004960,94.71524828,0.00146099,0.00001940
796,0.00212003,-0.00009890,0.00000155,94.08320690,0.00169504,-0.00011615
797,0.00204238,-0.00006300,-0.00006540,93.63008276,0.00172510,-0.00016429
798,0.00280986,-0.00001010,0.00004620,93.40459310,0.00186878,-0.00012436
799,0.00213348,-0.00009310,-0.00004660,93.45216552,0.00190781,-0.00005530
800,0.00130917,0.00009480,-0.00043790,93.76849310,0.00176533,-0.00013930
801,0.00122721,0.00038349,-0.00006830,94.29401034,0.00192241,-0.00015230
802,0.00132997,0.00055484,-0.00009300,94.96086207,0.00188631,-0.00020521
803,0.00132976,0.00092213,-0.00003860,95.63407241,0.00176824,-0.00023007
804,0.00109655,0.00144929,-0.00001070,96.20568276,0.00167520,0.00011778
805,0.00111190,0.00171734,-0.00001940,96.58816552,0.00187450,0.00016916
806,0.00119621,0.00178339,0.00010725,96.71346207,0.00190911,-0.00025528
807,0.00131859,0.00164422,0.00005440,96.56053448,0.00198445,0.00004080
808,0.00105272,0.00157447,0.00001440,96.18390345,0.00209033,-0.00005150
809,0.00121355,0.00133542,-0.00003020,95.67772759,0.00201253,0.00001690
810,0.00112434,0.00123051,0.00007860,95.15454138,0.00204325,0.00010964
811,0.00104152,0.00117913,0.00031996,94.72217586,0.00240821,-0.00003320
812,0.00109566,0.00116192,0.00001060,94.44737241,0.00229172,-0.00012644
813,0.00145745,0.00088447,0.00002750,94.39415517,0.00288052,-0.00004540
814,0.00120841,0.00074310,0.00008200,94.56390345,0.00328193,0.00005520
815,0.00115345,0.00078046,-0.00002220,94.89985517,0.00381504,0.00003060
816,0.00100724,0.00050521,-0.00021806,95.32900345,0.00493947,-0.00022435
817,0.00127134,0.00049860,0.00004030,95.73487931,0.00648220,-0.00012824
818,0.00156879,0.00068986,0.00001310,96.00663793,0.00768765,-0.00024034
819,0.00110028,0.00043321,-0.00001940,96.05795862,0.00952726,-0.00009630
820,0.00114648,0.00049628,-0.00020825,95.84454138,0.01092688,-0.00028948
821,0.00128959,0.00050343,-0.00015533,95.38009310,0.01281481,-0.00002100
822,0.00121134,0.00065599,0.00000936,94.71512759,0.01508535,0.00000262
823,0.00135272,0.00072475,-0.00028122,93.97626552,0.01767789,-0.00012177
824,0.00149628,0.00076571,-0.00026640,93.30435517,0.02136291,-0.00025918
825,0.00143431,0.00090493,-0.00006730,92.80516552,0.02659042,0.00033452
826,0.00121914,0.00099201,0.00006380,92.57770345,0.03357844,-0.00015507
827,0.00122228,0.00101990,0.00012960,92.67157931,0.04433004,-0.00009140
828,0.00159017,0.00113933,0.00021022,93.07516207,0.05853037,0.00022735
829,0.00192100,0.00155385,0.00014487,93.71135862,0.08024790,-0.00017885
830,0.00163755,0.00135663,0.00001970,94.44672414,0.11092979,0.00018985
831,0.00182883,0.00149872,0.00034264,95.21078966,0.15567629,-0.00028985
832,0.00212783,0.00126977,0.00015700,95.83675862,0.22138821,-0.00002140
833,0.00210100,0.00136221,0.00033238,96.20407586,0.31594193,0.00019041
834,0.00200366,0.00088004,0.00004360,96.26594828,0.45683730,0.00003230
835,0.00193465,0.00078247,0.00036948,95.99567241,0.66910249,0.00007550
836,0.00262979,0.00052245,0.00006900,95.50621034,0.99349499,-0.00018770
837,0.00250490,0.00065414,0.00022544,94.86264138,1.50513971,0.00020381
838,0.00290038,0.00017732,-0.00009830,94.15820000,2.12710586,-0.00020762
839,0.00233362,0.00046685,-0.00001620,93.52733103,2.37501414,0.00014773
840,0.00265803,0.00035152,0.00013901,93.04306207,2.74403862,0.00007220
841,0.00316669,0.00017068,-0.00013531,92.71771034,3.31121448,-0.00023180
842,0.00423003,0.00056910,0.00023117,92.55213448,4.17912276,0.00013032
843,0.00370359,0.00048067,0.00022479,92.52953793,5.49952965,-0.00008560
844,0.00406852,0.00017672,-0.00013796,92.61165862,7.55911414,0.00000524
845,0.00456338,0.00035045,0.00022124,92.79101379,10.73176897,0.00019211
846,0.00469514,0.00020871,0.00015234,93.07452414,15.42966448,-0.00012804
847,0.00513693,0.00034200,-0.00001410,93.46426207,22.00398586,0.00020921
848,0.00513269,0.00043365,0.00024827,93.94014138,30.53595207,0.00019069
849,0.00663314,0.00042458,0.00040801,94.46314138,40.63275517,0.00018074
850,0.00641797,0.00029622,0.00026784,94.72206207,51.51821034,-0.00011652
851,0.02341776,0.00058267,0.00048361,94.24623448,62.20096552,0.00009120
852,0.01628452,0.00052984,0.00044142,92.36890345,71.69527586,0.00005660
853,0.01909386,0.00069884,0.00047647,88.34862414,79.36880000,0.00001530
854,0.01761586,0.00043542,0.00038238,81.70250000,85.03697931,0.00016402
855,0.01831955,0.00093665,0.00021039,72.50379655,88.83037241,0.00021708
856,0.01711855,0.00095519,0.00046154,61.33464483,91.08718621,0.00016039
857,0.01748162,0.00089672,0.00026552,49.21193793,92.22024483,0.00011414
858,0.01299548,0.00107400,0.00055413,37.41056552,92.63952414,-0.00003860
859,0.01449576,0.00058460,0.00031943,27.04745103,92.65912414,0.00023487
860,0.01810728,0.00061237,0.00011182,18.71492448,92.53281034,0.00003970
861,0.01929755,0.00065584,0.00052204,12.55366655,92.46241724,0.00012567
862,0.01554376,0.00041703,0.00054321,8.33409172,92.54753793,0.00020507
863,0.01689221,0.00056428,0.00049720,5.60770000,92.84224483,0.00035312
864,0.01734176,0.00042353,0.00058022,3.85747448,93.31078966,-0.00019048
865,0.01603124,0.00020484,0.00013134,2.77122035,93.87703103,0.00009020
866,0.01432976,0.00059624,0.00047024,2.11114276,94.47881724,0.00016229
867,0.01356224,0.00043505,0.00048056,1.67854276,95.02047586,0.00026510
868,0.01141024,0.00042608,0.00034887,1.38847310,95.44791724,0.00007940
869,0.01912424,0.00041023,0.00047074,1.19678441,95.74262414,-0.00014919
870,0.01775545,0.00028645,0.00066998,1.05071514,95.91175517,0.00027783
871,0.01740948,0.00042577,0.00042294,0.92439335,95.96703448,0.00033319
872,0.01114048,0.00009750,0.00251401,0.84041714,95.94359655,0.00019509
873,0.01531990,0.00050875,0.00319451,0.79076476,95.87898276,0.00027946
874,0.01403835,0.00014990,0.00315632,0.73034031,95.81170690,0.00010728
875,0.01367897,0.00049434,0.00167709,0.66178286,95.77550345,0.00005160
876,0.01202269,0.00039330,0.00089311,0.61381659,95.78500345,-0.00001020
877,0.01197479,0.00074694,0.00056088,0.44634622,95.85485172,0.00063092
878,0.00996872,0.00066559,0.00067750,0.30408198,95.98385517,-0.00014764
879,0.01206697,0.00077784,0.00003690,0.21000964,96.16610690,0.00034542
880,0.01038548,0.00054172,0.00089897,0.14801279,96.40143448,0.00038051
881,0.01378662,0.00114209,0.00057275,0.10622592,96.64269655,0.00052320
882,0.01118062,0.00130439,0.00189886,0.07798663,96.88169310,0.00058815
883,0.01251924,0.00133513,0.00402299,0.05711672,97.10404828,0.00016593
884,0.01120555,0.00098568,0.00539825,0.04099653,97.28880000,0.00008170
885,0.00886334,0.00085798,0.00241732,0.03223415,97.42983103,0.00032002
886,0.01082938,0.00026441,0.00091265,0.02508678,97.51457931,0.00039514
887,0.01229145,0.00059148,0.00083163,0.01967343,97.53057241,0.00003630
888,0.01049121,0.00021846,0.00064704,0.01554175,97.47488276,0.00025760
889,0.00879300,0.00023551,0.00105952,0.01252644,97.35998276,0.00052742
890,0.01052600,0.00061001,0.00023007,0.01027092,97.22111379,-0.00051161
891,0.01199017,-0.00000600,0.00008260,0.00819799,97.05672414,0.00066744
892,0.01031283,0.00081141,0.00071287,0.00710743,96.87380345,0.00009050
893,0.01314162,0.00019613,0.00051006,0.00616072,96.69061724,0.00057727
894,0.01088462,0.00058031,0.00037105,0.00603162,96.53332759,0.00011694
895,0.00941438,0.00031434,0.00055326,0.00472770,96.42453448,0.00067062
896,0.00815341,0.00030318,0.00117424,0.00447425,96.36672069,0.00012712
897,0.01034203,0.00044719,0.00007220,0.00527320,96.36349310,-0.00041119
898,0.00734079,0.00012466,-0.00111705,0.00338632,96.42011379,-0.00040297
899,0.00804579,-0.00180386,-0.00237416,0.00032729,96.52657241,-0.00153234
900,0.00943576,0.00184750,0.00029942,-0.08517785,96.68707241,-0.00036990
901,0.00789183,0.00229857,0.00087640,-0.08685275,96.88285862,-0.00095442
902,0.00883117,0.00330507,0.00010344,-0.08692025,97.08992069,-0.00085520
903,0.00978465,0.00319275,-0.00009620,-0.08777695,97.29114483,0.00010860
904,0.00784500,0.00196643,0.00014721,-0.08705477,97.46666207,0.00053221
905,0.00974379,0.00176426,0.00047368,-0.08781050,97.59740345,-0.00045711
906,0.01061710,0.00115514,-0.00036384,-0.08763669,97.67020345,0.00042131
907,0.00871238,0.00133001,0.00005660,-0.08701457,97.68177586,0.00027262
908,0.00864124,0.00144574,0.00011554,-0.08746113,97.64132069,0.00031644
909,0.00780403,0.00079988,0.00040439,-0.08629350,97.55968966,-0.00017073
910,0.00860821,0.00089392,-0.00055771,-0.08674187,97.45434138,0.00118497
911,0.00669300,0.00120785,0.00054803,-0.08617890,97.34622069,0.00051131
912,0.00812972,0.00121119,0.00050697,-0.08636499,97.25546207,0.00101094
913,0.00676897,0.00206130,0.00046677,-0.08729322,97.19262759,0.00236211
914,0.00666924,0.00140142,0.00003900,-0.08709166,97.17001034,0.00276824
915,0.00824462,0.00112833,0.00012147,-0.08704259,97.20278621,0.00362230
916,0.00734552,0.00095759,0.00035236,-0.08577967,97.29244483,0.00445900
917,0.00594765,0.00107442,0.00014915,-0.08627418,97.41575862,0.00531794
918,0.00752593,0.00089767,0.00002030,-0.08694311,97.57823103,0.00559779
919,0.00940400,0.00134413,0.00120199,-0.08639000,97.75217241,0.00724333
920,0.00855345,0.00087708,0.00534888,-0.08687302,97.91630000,0.00817344
921,0.00662476,0.00100631,0.00539501,-0.08627837,98.05670345,0.00988870
922,0.00600817,0.00068520,0.00307886,-0.08698344,98.14606897,0.01263475
923,0.00814807,0.00078217,0.00102665,-0.08582687,98.18432414,0.01646116
924,0.00698186,0.00065177,0.00102931,-0.08662549,98.15585517,0.02038113
925,0.00621762,0.00093700,0.00094469,-0.08628934,98.04994483,0.02660478
926,0.00625259,0.00007920,0.00002500,-0.08586697,97.87303103,0.03580754
927,0.00638214,0.00086704,0.00010923,-0.08638525,97.64858966,0.04872893
928,0.00507931,0.00039848,-0.00041616,-0.08614730,97.38671724,0.06831746
929,0.00705828,0.00091328,0.00015202,-0.08591112,97.10298966,0.09534252
930,0.00764710,0.00105055,0.00073330,-0.08581094,96.82060000,0.13626903
931,0.00648393,0.00092674,-0.00004430,-0.08637673,96.57003793,0.19739845
932,0.00653697,0.00047224,0.00112954,-0.08593891,96.35934828,0.28808516
933,0.00595059,0.00099577,-0.00018289,-0.08545370,96.20648621,0.37372955
934,0.00785986,0.00053075,0.00109537,-0.08589978,96.11768966,0.41384745
935,0.00612403,0.00086927,0.00015521,-0.08547266,96.08474828,0.45867924
936,0.00672831,-0.00008490,-0.00018227,-0.08581348,96.10737931,0.51387307
937,0.00607834,0.00066617,-0.00000635,-0.08624208,96.17291724,0.59169207
938,0.00548293,0.00049593,0.00014876,-0.08647369,96.27680690,0.69025862
939,0.00470031,0.00102918,0.00070296,-0.08716635,96.40894138,0.81195497
940,0.00565917,0.00077790,-0.00013991,-0.08560580,96.54100345,0.98129128
941,0.00544952,0.00120060,0.00080342,-0.08600935,96.67748276,1.20520090
942,0.00489645,0.00056525,0.00018256,-0.08568265,96.78801379,1.50919965
943,0.00616410,0.00094719,0.00083809,-0.08631854,96.86003448,1.92787345
944,0.00605914,0.00162133,0.00120815,-0.08627657,96.90074828,2.51520000
945,0.00419283,0.00154225,0.00177978,-0.08575347,96.90490345,3.36793138
946,0.00625369,0.00278398,0.00031625,-0.08510420,96.86659310,4.62959103
947,0.00590293,0.00202726,-0.00024122,-0.08521378,96.78788966,6.52424000
948,0.00542169,0.00163357,0.00055383,-0.08621978,96.68982414,9.37398724
949,0.00533438,0.00137161,-0.00027792,-0.08624889,96.61062069,13.58922379
950,0.00554683,0.00141901,0.00050626,-0.08624300,96.52042759,19.60723793
951,0.00530265,0.00016261,-0.00010133,-0.08570878,96.45486897,27.63805517
952,0.00620969,0.00017833,-0.00021588,-0.08566314,96.42218621,37.51754483
953,0.00476052,0.00049698,0.00011109,-0.08580343,96.41163103,48.64249655
954,0.00498545,0.00144400,-0.00068682,-0.08542977,96.44324483,59.96146207
955,0.00604648,0.00171872,-0.00003790,-0.08513664,96.51504138,70.34892759
956,0.00521248,0.00075711,0.00007100,-0.08594455,96.61370690,78.94299310
957,0.00532324,0.00073579,0.00018012,-0.08539631,96.72747586,85.31191034
958,0.00552276,0.00142002,0.00013794,-0.08522420,96.85158621,89.51659655
959,0.00489866,0.00036759,0.00037934,-0.08531234,96.96984138,92.02636897
960,0.00523097,0.00088402,0.00004280,-0.08524323,97.07386207,93.40096552
961,0.00485148,0.00126223,0.00020221,-0.08582203,97.15876207,94.13285517
962,0.00527072,0.00031049,-0.00039830,-0.08436657,97.22303793,94.57978966
963,0.00543559,0.00077981,0.00019968,-0.08512445,97.26866552,94.93500345
964,0.00435114,0.00146052,-0.00044388,-0.08457083,97.28904138,95.26380345
965,0.00518672,0.00119595,0.00034756,-0.08577450,97.30137586,95.58367586
966,0.00474266,0.00172628,-0.00017229,-0.08465127,97.32246552,95.88320000
967,0.00482766,0.00187973,0.00034428,-0.08544035,97.35903103,96.14173103
968,0.00590059,0.00042165,0.00035382,-0.08489903,97.41433103,96.33684483
969,0.00359231,0.00177863,0.00074874,-0.08429293,97.49569655,96.47230690
970,0.00475521,0.00173295,0.00025855,-0.08440375,97.60832759,96.54804828
971,0.00513134,0.00171608,-0.00102945,-0.08463025,97.74775862,96.56749310
972,0.00500103,0.00172460,-0.00002150,-0.08550357,97.89318621,96.54822414
973,0.00508210,0.00157912,0.00038490,-0.08427630,98.03728621,96.50147241
974,0.00481762,0.00138921,0.00025051,-0.08513694,98.16392069,96.44496552
975,0.00424772,0.00102072,0.00034901,-0.08471779,98.25799655,96.39393103
976,0.00539703,0.00150548,-0.00000324,-0.08411230,98.30843448,96.35970000
977,0.00325948,0.00046782,0.00065838,-0.08551363,98.30538621,96.35675862
978,0.00354786,0.00080607,0.00009600,-0.08478653,98.24110690,96.38946207
979,0.00537903,0.00092056,-0.00001130,-0.08402357,98.12274483,96.46285862
980,0.00459276,0.00086349,-0.00016858,-0.08440651,97.96438276,96.57638621
981,0.00593303,0.00123099,0.00032439,-0.08431078,97.77727931,96.71862759
982,0.00438366,0.00079894,0.00031304,-0.08429888,97.57487241,96.89152414
983,0.00498793,0.00078778,-0.00025702,-0.08412327,97.36176207,97.08274483
984,0.00457276,0.00194054,-0.00068230,-0.08482152,97.14498966,97.27602759
985,0.00408914,0.00123300,0.00007450,-0.08364243,96.93192414,97.45794483
986,0.00465379,0.00071051,0.00001760,-0.08394158,96.71482069,97.62996552
987,0.00446924,0.00109834,0.00007390,-0.08517487,96.47593103,97.77955172
988,0.00452259,0.00038396,0.00014998,-0.08406487,96.21050690,97.89628276
989,0.00477948,0.00054383,-0.00036242,-0.08379683,95.91479310,97.97755517
990,0.00600424,0.00121879,-0.00046252,-0.08390424,95.57576207,98.03214138
991,0.00495628,0.00043213,-0.00030019,-0.08400304,95.21435862,98.05869310
992,0.00537169,0.00089691,-0.00038200,-0.08448433,94.82381379,98.07273448
993,0.00542128,0.00119006,-0.00004670,-0.08419599,94.34404483,98.07998966
994,0.00621021,0.00034147,0.00022067,-0.08374259,93.63032759,98.07830345
995,0.00307100,0.00068879,-0.00055169,-0.08392719,92.40930690,98.08345172
996,0.00505748,0.00129330,0.00005740,-0.08415793,90.30053103,98.09978621
997,0.00548721,0.00122161,0.00036441,-0.08380581,86.93748276,98.12417931
998,0.00428976,0.00064640,-0.00030290,-0.08400975,82.03393103,98.15242759
999,0.00506531,0.00087482,-0.00021476,-0.08397093,75.44106552,98.18474483
1000,0.00499076,0.00097363,-0.00001940,-0.08399853,67.28032414,98.22368276
1001,0.00410145,-0.00049777,-0.00038853,-0.08357236,57.96488966,98.25462069
1002,0.00587824,0.00060389,0.00005900,-0.08367639,48.08346552,98.27333793
1003,0.00401521,0.00034142,0.00007450,-0.08322766,38.31780000,98.28426552
1004,0.00396634,0.00041010,-0.00006350,-0.08403221,29.36553103,98.27574828
1005,0.00393866,0.00063227,-0.00063671,-0.08363758,21.69526483,98.25201034
1006,0.00416245,0.00093789,-0.00027206,-0.08422888,15.54454552,98.22336552
1007,0.00326145,0.00049957,-0.00053221,-0.08290712,10.91227241,98.19550000
1008,0.00365162,0.00034247,-0.00047502,-0.08365673,7.59602069,98.16223448
1009,0.00436621,0.00055224,0.00023665,-0.08417169,5.31949207,98.13055862
1010,0.00496234,0.00087815,-0.00015424,-0.08322635,3.80400172,98.10885862
1011,0.00537841,0.00086281,-0.00071921,-0.08367713,2.81131966,98.09932759
